Album,Artist,Year,URL,Track number,Track name,Filename,project running number,Folder
The Speed Of Sound EP,black sand,2010,http://blacksand1.bandcamp.com,1,Caught Up In Blue,black sand - The Speed Of Sound EP - 01 Caught Up In Blue.flac,1,black sand - The Speed Of Sound EP
The Speed Of Sound EP,black sand,2010,http://blacksand1.bandcamp.com,2,Do You Believe In Love?,black sand - The Speed Of Sound EP - 02 Do You Believe In Love-.flac,2,black sand - The Speed Of Sound EP
The Speed Of Sound EP,black sand,2010,http://blacksand1.bandcamp.com,3,Coming Down,black sand - The Speed Of Sound EP - 03 Coming Down.flac,3,black sand - The Speed Of Sound EP
The Speed Of Sound EP,black sand,2010,http://blacksand1.bandcamp.com,4,Reach Out,black sand - The Speed Of Sound EP - 04 Reach Out.flac,4,black sand - The Speed Of Sound EP
allnaight ep,Borrowed cs,2016,http://borrowedcassettes.bandcamp.com,1,allnaight,Borrowed cs - allnaight ep - 01 allnaight.flac,5,Borrowed cs - allnaight ep
allnaight ep,Borrowed cs,2016,http://borrowedcassettes.bandcamp.com,2,u gotta (keepondancing),Borrowed cs - allnaight ep - 02 u gotta (keepondancing).flac,6,Borrowed cs - allnaight ep
allnaight ep,Borrowed cs,2016,http://borrowedcassettes.bandcamp.com,3,(it is) the answer,Borrowed cs - allnaight ep - 03 (it is) the answer.flac,7,Borrowed cs - allnaight ep
The Formicophilia EP,Crash-Scan,2015,http://digitalstore.crashscan.net,1,Descent,Crash-Scan - The Formicophilia EP - 01 Descent.flac,8,Crash-Scan - The Formicophilia EP
The Formicophilia EP,Crash-Scan,2015,http://digitalstore.crashscan.net,2,The Map Is Not The Territory,Crash-Scan - The Formicophilia EP - 02 The Map Is Not The Territory.flac,9,Crash-Scan - The Formicophilia EP
The Formicophilia EP,Crash-Scan,2015,http://digitalstore.crashscan.net,3,Scopolamine,Crash-Scan - The Formicophilia EP - 03 Scopolamine.flac,10,Crash-Scan - The Formicophilia EP
The Formicophilia EP,Crash-Scan,2015,http://digitalstore.crashscan.net,4,Telomere,Crash-Scan - The Formicophilia EP - 04 Telomere.flac,11,Crash-Scan - The Formicophilia EP
The Formicophilia EP,Crash-Scan,2015,http://digitalstore.crashscan.net,5,Ungrave,Crash-Scan - The Formicophilia EP - 05 Ungrave.flac,12,Crash-Scan - The Formicophilia EP
Skintight Gloves EP,Auraplays,2015,http://cyanmentality.bandcamp.com,2,Escape (Cyan Mentality Remix REVISIT),Auraplays - Skintight Gloves EP - 02 Escape (Cyan Mentality Remix REVISIT).flac,13,Auraplays - Skintight Gloves EP
Skintight Gloves EP,CyanMentality,2015,http://cyanmentality.bandcamp.com,1,Skintight Gloves,CyanMentality - Skintight Gloves EP - 01 Skintight Gloves.flac,14,CyanMentality - Skintight Gloves EP
THUS,Days At Sea,2015,http://jeremymayall.bandcamp.com,1,dissolved happiness,Days At Sea - THUS - 01 dissolved happiness.flac,15,Days At Sea - THUS
THUS,Days At Sea,2015,http://jeremymayall.bandcamp.com,2,that crumbled moon,Days At Sea - THUS - 02 that crumbled moon.flac,16,Days At Sea - THUS
THUS,Days At Sea,2015,http://jeremymayall.bandcamp.com,3,I am,Days At Sea - THUS - 03 I am.flac,17,Days At Sea - THUS
THUS,Days At Sea,2015,http://jeremymayall.bandcamp.com,4,holding the universe together,Days At Sea - THUS - 04 holding the universe together.flac,18,Days At Sea - THUS
THUS,Days At Sea,2015,http://jeremymayall.bandcamp.com,5,one moment,Days At Sea - THUS - 05 one moment.flac,19,Days At Sea - THUS
THUS,Days At Sea,2015,http://jeremymayall.bandcamp.com,6,almost five,Days At Sea - THUS - 06 almost five.flac,20,Days At Sea - THUS
THUS,Days At Sea,2015,http://jeremymayall.bandcamp.com,7,be something every minute,Days At Sea - THUS - 07 be something every minute.flac,21,Days At Sea - THUS
THUS,Days At Sea,2015,http://jeremymayall.bandcamp.com,8,the same,Days At Sea - THUS - 08 the same.flac,22,Days At Sea - THUS
THUS,Days At Sea,2015,http://jeremymayall.bandcamp.com,9,a wild rumpus,Days At Sea - THUS - 09 a wild rumpus.flac,23,Days At Sea - THUS
THUS,Days At Sea,2015,http://jeremymayall.bandcamp.com,10,lingering smoke and watering eyes,Days At Sea - THUS - 10 lingering smoke and watering eyes.flac,24,Days At Sea - THUS
THUS,Days At Sea,2015,http://jeremymayall.bandcamp.com,11,second moment,Days At Sea - THUS - 11 second moment.flac,25,Days At Sea - THUS
THUS,Days At Sea,2015,http://jeremymayall.bandcamp.com,12,following the gunslinger,Days At Sea - THUS - 12 following the gunslinger.flac,26,Days At Sea - THUS
THUS,Days At Sea,2015,http://jeremymayall.bandcamp.com,13,light the lights,Days At Sea - THUS - 13 light the lights.flac,27,Days At Sea - THUS
THUS,Days At Sea,2015,http://jeremymayall.bandcamp.com,14,I swear we were infinite,Days At Sea - THUS - 14 I swear we were infinite.flac,28,Days At Sea - THUS
THUS,Days At Sea,2015,http://jeremymayall.bandcamp.com,15,rust and stardust,Days At Sea - THUS - 15 rust and stardust.flac,29,Days At Sea - THUS
Weeds Vital to the Existence of all Species,Djohn Doe Dies,2016,http://djohndoedies.bandcamp.com,1,Hyproxia,Djohn Doe Dies - Weeds Vital to the Existence of all Species - 01 Hyproxia.flac,30,Djohn Doe Dies - Weeds Vital to the Existence of all Species
Weeds Vital to the Existence of all Species,Djohn Doe Dies,2016,http://djohndoedies.bandcamp.com,2,Re-purposed Hole,Djohn Doe Dies - Weeds Vital to the Existence of all Species - 02 Re-purposed Hole.flac,31,Djohn Doe Dies - Weeds Vital to the Existence of all Species
Weeds Vital to the Existence of all Species,Djohn Doe Dies,2016,http://djohndoedies.bandcamp.com,3,Nooses for Necks as the Machine wants Death,Djohn Doe Dies - Weeds Vital to the Existence of all Species - 03 Nooses for Necks as the Machine wants Death.flac,32,Djohn Doe Dies - Weeds Vital to the Existence of all Species
Weeds Vital to the Existence of all Species,Djohn Doe Dies,2016,http://djohndoedies.bandcamp.com,4,Letting It in,Djohn Doe Dies - Weeds Vital to the Existence of all Species - 04 Letting It in.flac,33,Djohn Doe Dies - Weeds Vital to the Existence of all Species
Hunted Haunted,Eden Mulholland,2015,http://edenmulholland.bandcamp.com,1,River of hurt,Eden Mulholland - Hunted Haunted - 01 River of hurt.flac,34,Eden Mulholland - Hunted Haunted
Hunted Haunted,Eden Mulholland,2015,http://edenmulholland.bandcamp.com,2,Utopia,Eden Mulholland - Hunted Haunted - 02 Utopia.flac,35,Eden Mulholland - Hunted Haunted
Hunted Haunted,Eden Mulholland,2015,http://edenmulholland.bandcamp.com,3,The new old fashioned,Eden Mulholland - Hunted Haunted - 03 The new old fashioned.flac,36,Eden Mulholland - Hunted Haunted
Hunted Haunted,Eden Mulholland,2015,http://edenmulholland.bandcamp.com,4,Singularity,Eden Mulholland - Hunted Haunted - 04 Singularity.flac,37,Eden Mulholland - Hunted Haunted
Hunted Haunted,Eden Mulholland,2015,http://edenmulholland.bandcamp.com,5,Four to the floor,Eden Mulholland - Hunted Haunted - 05 Four to the floor.flac,38,Eden Mulholland - Hunted Haunted
Hunted Haunted,Eden Mulholland,2015,http://edenmulholland.bandcamp.com,6,Long while yet,Eden Mulholland - Hunted Haunted - 06 Long while yet.flac,39,Eden Mulholland - Hunted Haunted
Hunted Haunted,Eden Mulholland,2015,http://edenmulholland.bandcamp.com,7,If it were up to me,Eden Mulholland - Hunted Haunted - 07 If it were up to me.flac,40,Eden Mulholland - Hunted Haunted
Hunted Haunted,Eden Mulholland,2015,http://edenmulholland.bandcamp.com,8,Thoroughbred,Eden Mulholland - Hunted Haunted - 08 Thoroughbred.flac,41,Eden Mulholland - Hunted Haunted
Hunted Haunted,Eden Mulholland,2015,http://edenmulholland.bandcamp.com,9,Cardboard cutouts,Eden Mulholland - Hunted Haunted - 09 Cardboard cutouts.flac,42,Eden Mulholland - Hunted Haunted
Hunted Haunted,Eden Mulholland,2015,http://edenmulholland.bandcamp.com,10,Drama trauma,Eden Mulholland - Hunted Haunted - 10 Drama trauma.flac,43,Eden Mulholland - Hunted Haunted
Hunted Haunted,Eden Mulholland,2015,http://edenmulholland.bandcamp.com,11,Over my dead body,Eden Mulholland - Hunted Haunted - 11 Over my dead body.flac,44,Eden Mulholland - Hunted Haunted
Blue Nude,French Testing,2015,http://frenchtesting.bandcamp.com,1,The Masculinist,French Testing - Blue Nude - 01 The Masculinist.flac,45,French Testing - Blue Nude
Blue Nude,French Testing,2015,http://frenchtesting.bandcamp.com,2,Friend,French Testing - Blue Nude - 02 Friend.flac,46,French Testing - Blue Nude
Blue Nude,French Testing,2015,http://frenchtesting.bandcamp.com,3,Dust (Love Comes To Town),French Testing - Blue Nude - 03 Dust (Love Comes To Town).flac,47,French Testing - Blue Nude
Blue Nude,French Testing,2015,http://frenchtesting.bandcamp.com,4,Into the Night,French Testing - Blue Nude - 04 Into the Night.flac,48,French Testing - Blue Nude
Blue Nude,French Testing,2015,http://frenchtesting.bandcamp.com,5,Rosie Says,French Testing - Blue Nude - 05 Rosie Says.flac,49,French Testing - Blue Nude
Blue Nude,French Testing,2015,http://frenchtesting.bandcamp.com,6,Saab (Dub),French Testing - Blue Nude - 06 Saab (Dub).flac,50,French Testing - Blue Nude
Blue Nude,French Testing,2015,http://frenchtesting.bandcamp.com,7,Fleur-de-lis,French Testing - Blue Nude - 07 Fleur-de-lis.flac,51,French Testing - Blue Nude
Blue Nude,French Testing,2015,http://frenchtesting.bandcamp.com,8,Washer,French Testing - Blue Nude - 08 Washer.flac,52,French Testing - Blue Nude
Blue Nude,French Testing,2015,http://frenchtesting.bandcamp.com,9,Saab on Saab,French Testing - Blue Nude - 09 Saab on Saab.flac,53,French Testing - Blue Nude
Blue Nude,French Testing,2015,http://frenchtesting.bandcamp.com,10,Gorseflower,French Testing - Blue Nude - 10 Gorseflower.flac,54,French Testing - Blue Nude
Blue Nude,French Testing,2015,http://frenchtesting.bandcamp.com,11,International Friendly,French Testing - Blue Nude - 11 International Friendly.flac,55,French Testing - Blue Nude
Generation Dead EP,Generation Dead,2013,http://generationdead.bandcamp.com,1,It's A Cover Up,Generation Dead - Generation Dead EP - 01 It's A Cover Up.flac,56,Generation Dead - Generation Dead EP
Generation Dead EP,Generation Dead,2013,http://generationdead.bandcamp.com,2,Tag,Generation Dead - Generation Dead EP - 02 Tag.flac,57,Generation Dead - Generation Dead EP
Generation Dead EP,Generation Dead,2013,http://generationdead.bandcamp.com,3,In Fear of Fear,Generation Dead - Generation Dead EP - 03 In Fear of Fear.flac,58,Generation Dead - Generation Dead EP
Generation Dead EP,Generation Dead,2013,http://generationdead.bandcamp.com,4,Hospital Hill Hooligans,Generation Dead - Generation Dead EP - 04 Hospital Hill Hooligans.flac,59,Generation Dead - Generation Dead EP
Nothing To Be Done.,Heroes for Sale,2016,http://heroesforsale.bandcamp.com,1,Noys,Heroes for Sale - Nothing To Be Done. - 01 Noys.flac,60,Heroes for Sale - Nothing To Be Done.
Nothing To Be Done.,Heroes for Sale,2016,http://heroesforsale.bandcamp.com,2,Eviction,Heroes for Sale - Nothing To Be Done. - 02 Eviction.flac,61,Heroes for Sale - Nothing To Be Done.
Nothing To Be Done.,Heroes for Sale,2016,http://heroesforsale.bandcamp.com,3,Pigeon,Heroes for Sale - Nothing To Be Done. - 03 Pigeon.flac,62,Heroes for Sale - Nothing To Be Done.
Nothing To Be Done.,Heroes for Sale,2016,http://heroesforsale.bandcamp.com,4,Arkasia,Heroes for Sale - Nothing To Be Done. - 04 Arkasia.flac,63,Heroes for Sale - Nothing To Be Done.
Nothing To Be Done.,Heroes for Sale,2016,http://heroesforsale.bandcamp.com,5,Meatsweats,Heroes for Sale - Nothing To Be Done. - 05 Meatsweats.flac,64,Heroes for Sale - Nothing To Be Done.
Nothing To Be Done.,Heroes for Sale,2016,http://heroesforsale.bandcamp.com,6,Pigeonhole,Heroes for Sale - Nothing To Be Done. - 06 Pigeonhole.flac,65,Heroes for Sale - Nothing To Be Done.
Nothing To Be Done.,Heroes for Sale,2016,http://heroesforsale.bandcamp.com,7,Wino,Heroes for Sale - Nothing To Be Done. - 07 Wino.flac,66,Heroes for Sale - Nothing To Be Done.
Nothing To Be Done.,Heroes for Sale,2016,http://heroesforsale.bandcamp.com,8,Smoke and Dry,Heroes for Sale - Nothing To Be Done. - 08 Smoke and Dry.flac,67,Heroes for Sale - Nothing To Be Done.
Nothing To Be Done.,Heroes for Sale,2016,http://heroesforsale.bandcamp.com,9,Pah Rhode,Heroes for Sale - Nothing To Be Done. - 09 Pah Rhode.flac,68,Heroes for Sale - Nothing To Be Done.
Nothing To Be Done.,Heroes for Sale,2016,http://heroesforsale.bandcamp.com,10,EVICTION,Heroes for Sale - Nothing To Be Done. - 10 EVICTION.flac,69,Heroes for Sale - Nothing To Be Done.
Bitter,Holocaust Nosebleed,2014,http://holocaustnosebleed.bandcamp.com,1,Butt-Fucked By Karma,Holocaust Nosebleed - Bitter - 01 Butt-Fucked By Karma.flac,70,Holocaust Nosebleed - Bitter
Bitter,Holocaust Nosebleed,2014,http://holocaustnosebleed.bandcamp.com,2,Joy Of Putrefaction,Holocaust Nosebleed - Bitter - 02 Joy Of Putrefaction.flac,71,Holocaust Nosebleed - Bitter
Bitter,Holocaust Nosebleed,2014,http://holocaustnosebleed.bandcamp.com,3,In The Whorehouse Of Brutality,Holocaust Nosebleed - Bitter - 03 In The Whorehouse Of Brutality.flac,72,Holocaust Nosebleed - Bitter
Bitter,Holocaust Nosebleed,2014,http://holocaustnosebleed.bandcamp.com,4,Rage (My Mind Is Not For Me),Holocaust Nosebleed - Bitter - 04 Rage (My Mind Is Not For Me).flac,73,Holocaust Nosebleed - Bitter
Bitter,Holocaust Nosebleed,2014,http://holocaustnosebleed.bandcamp.com,5,666 Fuck You,Holocaust Nosebleed - Bitter - 05 666 Fuck You.flac,74,Holocaust Nosebleed - Bitter
Bitter,Holocaust Nosebleed,2014,http://holocaustnosebleed.bandcamp.com,6,The Hangman,Holocaust Nosebleed - Bitter - 06 The Hangman.flac,75,Holocaust Nosebleed - Bitter
Bitter,Holocaust Nosebleed,2014,http://holocaustnosebleed.bandcamp.com,7,No One's Gonna Save You,Holocaust Nosebleed - Bitter - 07 No One's Gonna Save You.flac,76,Holocaust Nosebleed - Bitter
Bitter,Holocaust Nosebleed,2014,http://holocaustnosebleed.bandcamp.com,8,Empathy Is For The Weak,Holocaust Nosebleed - Bitter - 08 Empathy Is For The Weak.flac,77,Holocaust Nosebleed - Bitter
Bitter,Holocaust Nosebleed,2014,http://holocaustnosebleed.bandcamp.com,9,Torn Apart By Wolves,Holocaust Nosebleed - Bitter - 09 Torn Apart By Wolves.flac,78,Holocaust Nosebleed - Bitter
Bitter,Holocaust Nosebleed,2014,http://holocaustnosebleed.bandcamp.com,10,Satanic Sodomizer,Holocaust Nosebleed - Bitter - 10 Satanic Sodomizer.flac,79,Holocaust Nosebleed - Bitter
Bitter,Holocaust Nosebleed,2014,http://holocaustnosebleed.bandcamp.com,11,Teeth Of The Hangman,Holocaust Nosebleed - Bitter - 11 Teeth Of The Hangman.flac,80,Holocaust Nosebleed - Bitter
Bitter,Holocaust Nosebleed,2014,http://holocaustnosebleed.bandcamp.com,12,No These Lenses Aren't Prescription/This Had Better Be Fair Trade/I Cant Move My Knees In These Jeans/We're So Fucking Artsy,Holocaust Nosebleed - Bitter - 12 No These Lenses Aren't Prescription-This Had Better Be Fair Trade-I Cant Move My Knees In These Jeans-We're So Fucking Artsy.flac,81,Holocaust Nosebleed - Bitter
Bitter,Holocaust Nosebleed,2014,http://holocaustnosebleed.bandcamp.com,13,Intermezzo Melancholica,Holocaust Nosebleed - Bitter - 13 Intermezzo Melancholica.flac,82,Holocaust Nosebleed - Bitter
Bitter,Holocaust Nosebleed,2014,http://holocaustnosebleed.bandcamp.com,14,DoomDoomDoom,Holocaust Nosebleed - Bitter - 14 DoomDoomDoom.flac,83,Holocaust Nosebleed - Bitter
Bitter,Holocaust Nosebleed,2014,http://holocaustnosebleed.bandcamp.com,15,Perversion Unending,Holocaust Nosebleed - Bitter - 15 Perversion Unending.flac,84,Holocaust Nosebleed - Bitter
Bitter,Holocaust Nosebleed,2014,http://holocaustnosebleed.bandcamp.com,16,Void,Holocaust Nosebleed - Bitter - 16 Void.flac,85,Holocaust Nosebleed - Bitter
Bitter,Holocaust Nosebleed,2014,http://holocaustnosebleed.bandcamp.com,17,Blaspheming a Black Death Of Evil Despair,Holocaust Nosebleed - Bitter - 17 Blaspheming a Black Death Of Evil Despair.flac,86,Holocaust Nosebleed - Bitter
Bitter,Holocaust Nosebleed,2014,http://holocaustnosebleed.bandcamp.com,18,Tourettes,Holocaust Nosebleed - Bitter - 18 Tourettes.flac,87,Holocaust Nosebleed - Bitter
Bitter,Holocaust Nosebleed,2014,http://holocaustnosebleed.bandcamp.com,19,Asylum,Holocaust Nosebleed - Bitter - 19 Asylum.flac,88,Holocaust Nosebleed - Bitter
Bitter,Holocaust Nosebleed,2014,http://holocaustnosebleed.bandcamp.com,20,Hello Mister Suffering,Holocaust Nosebleed - Bitter - 20 Hello Mister Suffering.flac,89,Holocaust Nosebleed - Bitter
Bitter,Holocaust Nosebleed,2014,http://holocaustnosebleed.bandcamp.com,21,Spectre Legion Auschwitz,Holocaust Nosebleed - Bitter - 21 Spectre Legion Auschwitz.flac,90,Holocaust Nosebleed - Bitter
Bitter,Holocaust Nosebleed,2014,http://holocaustnosebleed.bandcamp.com,22,"Anguish Is Now, Justice Was Yesterday","Holocaust Nosebleed - Bitter - 22 Anguish Is Now, Justice Was Yesterday.flac",91,Holocaust Nosebleed - Bitter
Remaking Pearl Harbour,...howard,2007,http://jeremymayall.bandcamp.com,1,Giving Up (Going Home),howard - Remaking Pearl Harbour - 01 Giving Up (Going Home).flac,92,howard - Remaking Pearl Harbour
Remaking Pearl Harbour,...howard,2007,http://jeremymayall.bandcamp.com,2,"Scenes from the motion picture ""September""",howard - Remaking Pearl Harbour - 02 Scenes from the motion picture -September-.flac,93,howard - Remaking Pearl Harbour
Remaking Pearl Harbour,...howard,2007,http://jeremymayall.bandcamp.com,3,Insomnia and Alcohol: a desperate combination,howard - Remaking Pearl Harbour - 03 Insomnia and Alcohol- a desperate combination.flac,94,howard - Remaking Pearl Harbour
Remaking Pearl Harbour,...howard,2007,http://jeremymayall.bandcamp.com,4,Stretching for Sentences,howard - Remaking Pearl Harbour - 04 Stretching for Sentences.flac,95,howard - Remaking Pearl Harbour
Remaking Pearl Harbour,...howard,2007,http://jeremymayall.bandcamp.com,5,"Night, You owe me some good times","howard - Remaking Pearl Harbour - 05 Night, You owe me some good times.flac",96,howard - Remaking Pearl Harbour
Remaking Pearl Harbour,...howard,2007,http://jeremymayall.bandcamp.com,6,Constellation,howard - Remaking Pearl Harbour - 06 Constellation.flac,97,howard - Remaking Pearl Harbour
Remaking Pearl Harbour,...howard,2007,http://jeremymayall.bandcamp.com,7,Requiem for an Attraction,howard - Remaking Pearl Harbour - 07 Requiem for an Attraction.flac,98,howard - Remaking Pearl Harbour
The Freaks,HUSK,2016,http://huskband.bandcamp.com,1,Out To Kill,HUSK - The Freaks - 01 Out To Kill.flac,99,HUSK - The Freaks
The Freaks,HUSK,2016,http://huskband.bandcamp.com,2,Take Your Time,HUSK - The Freaks - 02 Take Your Time.flac,100,HUSK - The Freaks
The Freaks,HUSK,2016,http://huskband.bandcamp.com,3,City,HUSK - The Freaks - 03 City.flac,101,HUSK - The Freaks
The Freaks,HUSK,2016,http://huskband.bandcamp.com,4,In My Mind,HUSK - The Freaks - 04 In My Mind.flac,102,HUSK - The Freaks
The Freaks,HUSK,2016,http://huskband.bandcamp.com,5,Ronald Ray Gunn,HUSK - The Freaks - 05 Ronald Ray Gunn.flac,103,HUSK - The Freaks
The Freaks,HUSK,2016,http://huskband.bandcamp.com,6,Can't Say Its Over,HUSK - The Freaks - 06 Can't Say Its Over.flac,104,HUSK - The Freaks
The Freaks,HUSK,2016,http://huskband.bandcamp.com,7,Diplodicus,HUSK - The Freaks - 07 Diplodicus.flac,105,HUSK - The Freaks
The Freaks,HUSK,2016,http://huskband.bandcamp.com,8,Blood Red Eyes,HUSK - The Freaks - 08 Blood Red Eyes.flac,106,HUSK - The Freaks
The Freaks,HUSK,2016,http://huskband.bandcamp.com,9,The Freaks,HUSK - The Freaks - 09 The Freaks.flac,107,HUSK - The Freaks
The Freaks,HUSK,2016,http://huskband.bandcamp.com,10,Lullaby,HUSK - The Freaks - 10 Lullaby.flac,108,HUSK - The Freaks
The Freaks,HUSK,2016,http://huskband.bandcamp.com,11,Ridge Racer,HUSK - The Freaks - 11 Ridge Racer.flac,109,HUSK - The Freaks
beautiful morning,ibn,2016,http://ibngettinghoes.bandcamp.com,1,morning,ibn - beautiful morning - 01 morning.flac,110,ibn - beautiful morning
beautiful morning,ibn,2016,http://ibngettinghoes.bandcamp.com,2,lambs wool,ibn - beautiful morning - 02 lambs wool.flac,111,ibn - beautiful morning
beautiful morning,ibn,2016,http://ibngettinghoes.bandcamp.com,3,room full,ibn - beautiful morning - 03 room full.flac,112,ibn - beautiful morning
ghosttown,ibn,2016,http://ibngettinghoes.bandcamp.com,1,hear me out,ibn - ghosttown - 01 hear me out.flac,113,ibn - ghosttown
ghosttown,ibn,2016,http://ibngettinghoes.bandcamp.com,2,stay gold,ibn - ghosttown - 02 stay gold.flac,114,ibn - ghosttown
ghosttown,ibn,2016,http://ibngettinghoes.bandcamp.com,3,sakura,ibn - ghosttown - 03 sakura.flac,115,ibn - ghosttown
ghosttown,ibn,2016,http://ibngettinghoes.bandcamp.com,4,flight,ibn - ghosttown - 04 flight.flac,116,ibn - ghosttown
ghosttown,ibn,2016,http://ibngettinghoes.bandcamp.com,5,post mortem boredom,ibn - ghosttown - 05 post mortem boredom.flac,117,ibn - ghosttown
ghosttown,ibn,2016,http://ibngettinghoes.bandcamp.com,6,wave,ibn - ghosttown - 06 wave.flac,118,ibn - ghosttown
omgeving,jason wright composer,2016,http://jwcomposer.bandcamp.com,1,omgeving,jason wright composer - omgeving - 01 omgeving.flac,119,jason wright composer - omgeving
omgeving,jason wright composer,2016,http://jwcomposer.bandcamp.com,2,distension,jason wright composer - omgeving - 02 distension.flac,120,jason wright composer - omgeving
omgeving,jason wright composer,2016,http://jwcomposer.bandcamp.com,3,comparisons on the axis,jason wright composer - omgeving - 03 comparisons on the axis.flac,121,jason wright composer - omgeving
omgeving,jason wright composer,2016,http://jwcomposer.bandcamp.com,4,plaatst,jason wright composer - omgeving - 04 plaatst.flac,122,jason wright composer - omgeving
omgeving,jason wright composer,2016,http://jwcomposer.bandcamp.com,5,the other cryptics,jason wright composer - omgeving - 05 the other cryptics.flac,123,jason wright composer - omgeving
omgeving,jason wright composer,2016,http://jwcomposer.bandcamp.com,6,opdracht,jason wright composer - omgeving - 06 opdracht.flac,124,jason wright composer - omgeving
omgeving,jason wright composer,2016,http://jwcomposer.bandcamp.com,7,immanuels notebook was blank,jason wright composer - omgeving - 07 immanuels notebook was blank.flac,125,jason wright composer - omgeving
omgeving,jason wright composer,2016,http://jwcomposer.bandcamp.com,8,verloren,jason wright composer - omgeving - 08 verloren.flac,126,jason wright composer - omgeving
omgeving,jason wright composer,2016,http://jwcomposer.bandcamp.com,9,arco,jason wright composer - omgeving - 09 arco.flac,127,jason wright composer - omgeving
omgeving,jason wright composer,2016,http://jwcomposer.bandcamp.com,10,opgelost,jason wright composer - omgeving - 10 opgelost.flac,128,jason wright composer - omgeving
omgeving,jason wright composer,2016,http://jwcomposer.bandcamp.com,11,nighttime riddles and the alternating frequency,jason wright composer - omgeving - 11 nighttime riddles and the alternating frequency.flac,129,jason wright composer - omgeving
omgeving,jason wright composer,2016,http://jwcomposer.bandcamp.com,12,einde,jason wright composer - omgeving - 12 einde.flac,130,jason wright composer - omgeving
Hybrid Philosophies,Jeremy Mayall,2015,http://jeremymayall.bandcamp.com,1,Tracking Forward,Jeremy Mayall - Hybrid Philosophies - 01 Tracking Forward.flac,131,Jeremy Mayall - Hybrid Philosophies
Hybrid Philosophies,Jeremy Mayall,2015,http://jeremymayall.bandcamp.com,2,The Long White Cloud,Jeremy Mayall - Hybrid Philosophies - 02 The Long White Cloud.flac,132,Jeremy Mayall - Hybrid Philosophies
Hybrid Philosophies,Jeremy Mayall,2015,http://jeremymayall.bandcamp.com,3,Push for Miles,Jeremy Mayall - Hybrid Philosophies - 03 Push for Miles.flac,133,Jeremy Mayall - Hybrid Philosophies
Hybrid Philosophies,Jeremy Mayall,2015,http://jeremymayall.bandcamp.com,4,Norse Suite,Jeremy Mayall - Hybrid Philosophies - 04 Norse Suite.flac,134,Jeremy Mayall - Hybrid Philosophies
Hybrid Philosophies,Jeremy Mayall,2015,http://jeremymayall.bandcamp.com,5,The Foggy Field,Jeremy Mayall - Hybrid Philosophies - 05 The Foggy Field.flac,135,Jeremy Mayall - Hybrid Philosophies
Hybrid Philosophies,Jeremy Mayall,2015,http://jeremymayall.bandcamp.com,6,Into the Nocturnal Sunshine,Jeremy Mayall - Hybrid Philosophies - 06 Into the Nocturnal Sunshine.flac,136,Jeremy Mayall - Hybrid Philosophies
Hybrid Philosophies,Jeremy Mayall,2015,http://jeremymayall.bandcamp.com,7,"One Night, New Breath","Jeremy Mayall - Hybrid Philosophies - 07 One Night, New Breath.flac",137,Jeremy Mayall - Hybrid Philosophies
Hybrid Philosophies,Jeremy Mayall,2015,http://jeremymayall.bandcamp.com,8,Sketches of an Intergalactic Earworm,Jeremy Mayall - Hybrid Philosophies - 08 Sketches of an Intergalactic Earworm.flac,138,Jeremy Mayall - Hybrid Philosophies
Hybrid Philosophies,Jeremy Mayall,2015,http://jeremymayall.bandcamp.com,9,A Pulse Worth Fighting For,Jeremy Mayall - Hybrid Philosophies - 09 A Pulse Worth Fighting For.flac,139,Jeremy Mayall - Hybrid Philosophies
Hybrid Philosophies,Jeremy Mayall,2015,http://jeremymayall.bandcamp.com,10,Not a One Way Street,Jeremy Mayall - Hybrid Philosophies - 10 Not a One Way Street.flac,140,Jeremy Mayall - Hybrid Philosophies
Hybrid Philosophies,Jeremy Mayall,2015,http://jeremymayall.bandcamp.com,11,An Interlude,Jeremy Mayall - Hybrid Philosophies - 11 An Interlude.flac,141,Jeremy Mayall - Hybrid Philosophies
Hybrid Philosophies,Jeremy Mayall,2015,http://jeremymayall.bandcamp.com,12,The Birth,Jeremy Mayall - Hybrid Philosophies - 12 The Birth.flac,142,Jeremy Mayall - Hybrid Philosophies
Hybrid Philosophies,Jeremy Mayall,2015,http://jeremymayall.bandcamp.com,13,To Entertain a Wolf,Jeremy Mayall - Hybrid Philosophies - 13 To Entertain a Wolf.flac,143,Jeremy Mayall - Hybrid Philosophies
Hybrid Philosophies,Jeremy Mayall,2015,http://jeremymayall.bandcamp.com,14,Lost,Jeremy Mayall - Hybrid Philosophies - 14 Lost.flac,144,Jeremy Mayall - Hybrid Philosophies
Imaginary Communication,Jeremy Mayall,2014,http://jeremymayall.bandcamp.com,1,as time passes,Jeremy Mayall - Imaginary Communication - 01 as time passes.flac,145,Jeremy Mayall - Imaginary Communication
Imaginary Communication,Jeremy Mayall,2014,http://jeremymayall.bandcamp.com,2,one night,Jeremy Mayall - Imaginary Communication - 02 one night.flac,146,Jeremy Mayall - Imaginary Communication
Imaginary Communication,Jeremy Mayall,2014,http://jeremymayall.bandcamp.com,3,shared intuition,Jeremy Mayall - Imaginary Communication - 03 shared intuition.flac,147,Jeremy Mayall - Imaginary Communication
Imaginary Communication,Jeremy Mayall,2014,http://jeremymayall.bandcamp.com,4,a lonely wharf,Jeremy Mayall - Imaginary Communication - 04 a lonely wharf.flac,148,Jeremy Mayall - Imaginary Communication
