Album,Artist,Year,URL,Track number,Track name,Filename,ID,Folder,Correct folder
2BarsShort Vol. 1,2BarsShort,2014,http://usmusic6.bandcamp.com,1,Dope Bags.,2BarsShort - 2BarsShort Vol_ 1 - 01 Dope Bags_.flac,1,2BarsShort - 2BarsShort Vol_ 1,2BarsShort - 2BarsShort Vol_ 1
"Sustained By Evil, Possessed In Hell",Aborted Christians,2013,http://zero-style.bandcamp.com,1,Smashing The Corpse Of Esben Slot Sorensen,"Aborted Christians - Sustained By Evil, Possessed In Hell - 01 Smashing The Corpse Of Esben Slot Sorensen.flac",5,Aborted Christians - Sustained By Evil- Possessed In Hell,Aborted Christians - Sustained By Evil- Possessed In Hell
Taking Care of Business,AI & Skipsta,2015,http://leadmusic.bandcamp.com,1,You Don't Know,AI & Skipsta - Taking Care of Business - 01 You Don't Know.flac,25,AI & Skipsta - Taking Care of Business,AI & Skipsta - Taking Care of Business
In the Field,AJ Hickling,2015,http://evolvingrhythms.bandcamp.com,1,Beneath a Canopy of Leaves,AJ Hickling - In the Field - 01 Beneath a Canopy of Leaves.flac,28,AJ Hickling - In the Field,AJ Hickling - In the Field
All Songs By,All Hail the FunKillers,2015,http://taurangamusicsux.bandcamp.com,1,Jackie Chan,All Hail the FunKillers - All Songs By - 01 Jackie Chan.flac,36,All Hail the FunKillers - All Songs By,All Hail the FunKillers - All Songs By
all red cables,all red cables,2004,http://allredcables.bandcamp.com,1,ask me simple,all red cables - all red cables - 01 ask me simple.flac,41,all red cables - all red cables,all red cables - all red cables
bridle songs,all red cables,2001,http://allredcables.bandcamp.com,1,crystal palace,all red cables - bridle songs - 01 crystal palace.flac,55,all red cables - bridle songs,all red cables - bridle songs
could be anyone,all red cables,2006,http://allredcables.bandcamp.com,1,could be anyone,all red cables - could be anyone - 01 could be anyone.flac,64,all red cables - could be anyone,all red cables - could be anyone
dating godot,all red cables,1992,http://allredcables.bandcamp.com,1,frayed,all red cables - dating godot - 01 frayed.flac,70,all red cables - dating godot,all red cables - dating godot
death to the destiny church,all red cables,2004,http://allredcables.bandcamp.com,1,chips,all red cables - death to the destiny church - 01 chips.flac,78,all red cables - death to the destiny church,all red cables - death to the destiny church
destroyers,all red cables,2001,http://allredcables.bandcamp.com,1,now i walk,all red cables - destroyers - 01 now i walk.flac,89,all red cables - destroyers,all red cables - destroyers
don't talk about leaving,all red cables,1999,http://allredcables.bandcamp.com,1,don't talk about leaving,all red cables - don't talk about leaving - 01 don't talk about leaving.flac,99,all red cables - don't talk about leaving,all red cables - don't talk about leaving
farm in the snow,all red cables,1994,http://allredcables.bandcamp.com,1,farm in the snow,all red cables - farm in the snow - 01 farm in the snow.flac,107,all red cables - farm in the snow,all red cables - farm in the snow
from a transcript undercover,all red cables,2006,http://allredcables.bandcamp.com,1,from a transcript undercover,all red cables - from a transcript undercover - 01 from a transcript undercover.flac,114,all red cables - from a transcript undercover,all red cables - from a transcript undercover
granity mill,all red cables,2003,http://allredcables.bandcamp.com,1,we destroy those who create,all red cables - granity mill - 01 we destroy those who create.flac,116,all red cables - granity mill,all red cables - granity mill
hamilton jet,all red cables,2008,http://allredcables.bandcamp.com,1,collingwood,all red cables - hamilton jet - 01 collingwood.flac,124,all red cables - hamilton jet,all red cables - hamilton jet
hated by girls,all red cables,2005,http://allredcables.bandcamp.com,1,on the diamond,all red cables - hated by girls - 01 on the diamond.flac,132,all red cables - hated by girls,all red cables - hated by girls
holly covered tomb,all red cables,2000,http://allredcables.bandcamp.com,1,holly covered tomb,all red cables - holly covered tomb - 01 holly covered tomb.flac,138,all red cables - holly covered tomb,all red cables - holly covered tomb
i know too much,all red cables,2001,http://allredcables.bandcamp.com,1,debutantes of the world,all red cables - i know too much - 01 debutantes of the world.flac,148,all red cables - i know too much,all red cables - i know too much
kamikaze,all red cables,2000,http://allredcables.bandcamp.com,1,skywall,all red cables - kamikaze - 01 skywall.flac,156,all red cables - kamikaze,all red cables - kamikaze
ocean view,all red cables,2010,http://allredcables.bandcamp.com,1,dead cockatiel,all red cables - ocean view - 01 dead cockatiel.flac,167,all red cables - ocean view,all red cables - ocean view
pig hunt,all red cables,2000,http://allredcables.bandcamp.com,1,perfect timing,all red cables - pig hunt - 01 perfect timing.flac,175,all red cables - pig hunt,all red cables - pig hunt
pirate heaven,all red cables,2009,http://allredcables.bandcamp.com,1,destroyers,all red cables - pirate heaven - 01 destroyers.flac,190,all red cables - pirate heaven,all red cables - pirate heaven
red,all red cables,2000,http://allredcables.bandcamp.com,1,red,all red cables - red - 01 red.flac,200,all red cables - red,all red cables - red
reunion,all red cables,1996,http://allredcables.bandcamp.com,1,reunion,all red cables - reunion - 01 reunion.flac,205,all red cables - reunion,all red cables - reunion
riverstone/riggers akaroa,all red cables,1994,http://allredcables.bandcamp.com,1,riverstone,all red cables - riverstone-riggers akaroa - 01 riverstone.flac,214,all red cables - riverstone-riggers akaroa,all red cables - riverstone-riggers akaroa
somewhere in the afternoon,all red cables,1998,http://allredcables.bandcamp.com,1,somewhere in the afternoon,all red cables - somewhere in the afternoon - 01 somewhere in the afternoon.flac,216,all red cables - somewhere in the afternoon,all red cables - somewhere in the afternoon
summer pledge/inevitable girl,all red cables,2015,http://allredcables.bandcamp.com,1,summer pledge,all red cables - summer pledge-inevitable girl - 01 summer pledge.flac,232,all red cables - summer pledge-inevitable girl,all red cables - summer pledge-inevitable girl
the booher tapes,all red cables,1996,http://allredcables.bandcamp.com,1,snow falling offshore,all red cables - the booher tapes - 01 snow falling offshore.flac,234,all red cables - the booher tapes,all red cables - the booher tapes
the fox will make the bloodhound bleed: 1990-2000,all red cables,2015,http://allredcables.bandcamp.com,1,night porter,all red cables - the fox will make the bloodhound bleed- 1990-2000 - 01 night porter.flac,247,all red cables - the fox will make the bloodhound bleed- 1990-2000,all red cables - the fox will make the bloodhound bleed- 1990-2000
the fox will make the bloodhound bleed: 2000-2010,all red cables,2015,http://allredcables.bandcamp.com,1,now i walk,all red cables - the fox will make the bloodhound bleed- 2000-2010 - 01 now i walk.flac,271,all red cables - the fox will make the bloodhound bleed- 2000-2010,all red cables - the fox will make the bloodhound bleed- 2000-2010
the scottish play,all red cables,2002,http://allredcables.bandcamp.com,1,born again,all red cables - the scottish play - 01 born again.flac,293,all red cables - the scottish play,all red cables - the scottish play
the seamstress and the whore's child,all red cables,2001,http://allredcables.bandcamp.com,1,bitter song,all red cables - the seamstress and the whore's child - 01 bitter song.flac,302,all red cables - the seamstress and the whore's child,all red cables - the seamstress and the whore's child
time together,all red cables,2015,http://allredcables.bandcamp.com,1,would they make purple honey?,all red cables - time together - 01 would they make purple honey-.flac,311,all red cables - time together,all red cables - time together
under volcano fields,all red cables,2008,http://allredcables.bandcamp.com,1,neither use nor ornament,all red cables - under volcano fields - 01 neither use nor ornament.flac,317,all red cables - under volcano fields,all red cables - under volcano fields
who let the drunk sing?,all red cables,2005,http://allredcables.bandcamp.com,1,You the River,all red cables - who let the drunk sing- - 01 You the River.flac,326,all red cables - who let the drunk sing,all red cables - who let the drunk sing
Ghost Heroes,Altered States,2014,http://thealteredstates.bandcamp.com,1,There Is No Dana... Only Zuul!,Altered States - Ghost Heroes - 01 There Is No Dana___ Only Zuul!.flac,331,Altered States - Ghost Heroes,Altered States - Ghost Heroes
Lightbulb,Andrew & The Talent,2014,http://thetalent.bandcamp.com,1,Gospel,Andrew & The Talent - Lightbulb - 01 Gospel.flac,335,Andrew & The Talent - Lightbulb,Andrew & The Talent - Lightbulb
Ancestor,Andrew Fagan & The People,2014,http://fagan.bandcamp.com,1,Ancestor (s.a.s. mix),Andrew Fagan & The People - Ancestor - 01 Ancestor (s_a_s_ mix).flac,344,Andrew Fagan & The People - Ancestor,Andrew Fagan & The People - Ancestor
inside,antiquarian,2015,http://anti-quarian.bandcamp.com,1,shotgun,antiquarian - inside - 01 shotgun.flac,349,antiquarian - inside,antiquarian - inside
Heaven Force Early Fall EP,Aporia,2015,http://aporianz.bandcamp.com,1,Pop Plague,Aporia - Heaven Force Early Fall EP - 01 Pop Plague.flac,352,Aporia - Heaven Force Early Fall EP,Aporia - Heaven Force Early Fall EP
World View EP,Ashes Holland,2013,http://asheshollandfree.bandcamp.com,1,who.r.u?,Ashes Holland - World View EP - 01 who_r_u-.flac,355,Ashes Holland - World View EP,Ashes Holland - World View EP
Tender Rage,AURA,2016,http://animarise.bandcamp.com,1,The Winged Heart,AURA - Tender Rage - 01 The Winged Heart.flac,363,AURA - Tender Rage,AURA - Tender Rage
A Promising Young Law Student (EP) (2007),Backyard Burial,2007,http://backyardburial.bandcamp.com,1,A Promising Young Law Student,Backyard Burial - A Promising Young Law Student (EP) (2007) - 01 A Promising Young Law Student.flac,366,Backyard Burial - A Promising Young Law Student (EP) (2007),Backyard Burial - A Promising Young Law Student (EP) (2007)
Deviance In Society (EP) (1999),Backyard Burial,1999,http://backyardburial.bandcamp.com,1,Cutting Up The Cadaver,Backyard Burial - Deviance In Society (EP) (1999) - 01 Cutting Up The Cadaver.flac,370,Backyard Burial - Deviance In Society (EP) (1999),Backyard Burial - Deviance In Society (EP) (1999)
Grinding Aotearoa (Split) (2008),Backyard Burial,2008,http://backyardburial.bandcamp.com,1,You're Not Getting Your Hand Back,Backyard Burial - Grinding Aotearoa (Split) (2008) - 01 You're Not Getting Your Hand Back.flac,378,Backyard Burial - Grinding Aotearoa (Split) (2008),Backyard Burial - Grinding Aotearoa (Split) (2008)
Hedonistic Cravings (2005),Backyard Burial,2005,http://backyardburial.bandcamp.com,1,Ice In Your Veins,Backyard Burial - Hedonistic Cravings (2005) - 01 Ice In Your Veins.flac,383,Backyard Burial - Hedonistic Cravings (2005),Backyard Burial - Hedonistic Cravings (2005)
Repeat Offender (2002),Backyard Burial,2002,http://backyardburial.bandcamp.com,1,First She Raped Him Then She Killed Him,Backyard Burial - Repeat Offender (2002) - 01 First She Raped Him Then She Killed Him.flac,391,Backyard Burial - Repeat Offender (2002),Backyard Burial - Repeat Offender (2002)
Symptoms Of Psychopathology (2009),Backyard Burial,2009,http://backyardburial.bandcamp.com,1,Covered In Pigs Blood,Backyard Burial - Symptoms Of Psychopathology (2009) - 01 Covered In Pigs Blood.flac,400,Backyard Burial - Symptoms Of Psychopathology (2009),Backyard Burial - Symptoms Of Psychopathology (2009)
Sow,Badcrop,2014,http://badcrop.bandcamp.com,1,Break Bread,Badcrop - Sow - 01 Break Bread.flac,410,Badcrop - Sow,Badcrop - Sow
Inevitable,Bailey Wiley,2013,http://baileynz.bandcamp.com,1,Looking Up,Bailey Wiley - Inevitable - 01 Looking Up.flac,415,Bailey Wiley - Inevitable,Bailey Wiley - Inevitable
Gather No Moss,Barabajagal,2011,http://barabajagal.bandcamp.com,1,B*ggery F*ck,Barabajagal - Gather No Moss - 01 B-ggery F-ck.flac,420,Barabajagal - Gather No Moss,Barabajagal - Gather No Moss
a paper weight as a brick,bargain bin laden,2014,http://bargainbinladen.bandcamp.com,1,gutting the underdog,bargain bin laden - a paper weight as a brick - 01 gutting the underdog.flac,425,bargain bin laden - a paper weight as a brick,bargain bin laden - a paper weight as a brick
Barnaby Greebles,Barnaby Greebles,2014,http://barnabygreebles.bandcamp.com,1,Assaulted In The Ureweras,Barnaby Greebles - Barnaby Greebles - 01 Assaulted In The Ureweras.flac,431,Barnaby Greebles - Barnaby Greebles,Barnaby Greebles - Barnaby Greebles
Prospecting!,Beard of Walrus,2015,http://beardofwalrus.bandcamp.com,1,Damascus,Beard of Walrus - Prospecting! - 01 Damascus.flac,436,Beard of Walrus - Prospecting!,Beard of Walrus - Prospecting!
Twiins,Beatcomber,2015,http://beatcomber.bandcamp.com,1,Twiins,Beatcomber - Twiins - 01 Twiins.flac,442,Beatcomber - Twiins,Beatcomber - Twiins
Borgan Dorgan Horgan Oorgan,Ben Dodd & His Organ,2014,http://bendoddandhisorgan.bandcamp.com,1,Borgan,Ben Dodd & His Organ - Borgan Dorgan Horgan Oorgan - 01 Borgan.flac,444,Ben Dodd & His Organ - Borgan Dorgan Horgan Oorgan,Ben Dodd & His Organ - Borgan Dorgan Horgan Oorgan
Play the Songs of Young New Zealand,Ben Dodd & His Organ,2013,http://bendoddandhisorgan.bandcamp.com,1,Apple Tree (Jim Nothing),Ben Dodd & His Organ - Play the Songs of Young New Zealand - 01 Apple Tree (Jim Nothing).flac,455,Ben Dodd & His Organ - Play the Songs of Young New Zealand,Ben Dodd & His Organ - Play the Songs of Young New Zealand
folk dreams & electronic fairytales,bin,2015,http://binmusicnz.bandcamp.com,1,intro,bin - folk dreams & electronic fairytales - 01 intro.flac,463,bin - folk dreams & electronic fairytales,bin - folk dreams & electronic fairytales
high hoes,bin,2015,http://binmusicnz.bandcamp.com,1,intro,bin - high hoes - 01 intro.flac,480,bin - high hoes,bin - high hoes
over see,bin,2015,http://binmusicnz.bandcamp.com,1,dive,bin - over see - 01 dive.flac,491,bin - over see,bin - over see
over see II,bin,2015,http://binmusicnz.bandcamp.com,1,short lived loved,bin - over see II - 01 short lived loved.flac,502,bin - over see II,bin - over see II
The Brave Man with a Sword b/w In Heaven,birds of passage,2013,http://coopercult.bandcamp.com,1,The Brave Man with a Sword,birds of passage - The Brave Man with a Sword b-w In Heaven - 01 The Brave Man with a Sword.flac,512,birds of passage - The Brave Man with a Sword b-w In Heaven,birds of passage - The Brave Man with a Sword b-w In Heaven
The Conviction EP,BKidd,2015,http://officialbkiddmusic.bandcamp.com,1,The Conviction,BKidd - The Conviction EP - 01 The Conviction.flac,514,BKidd - The Conviction EP,BKidd - The Conviction EP
Black Lick,Black Lick,2011,http://blacklick.bandcamp.com,1,Parasitic World,Black Lick - Black Lick - 01 Parasitic World.flac,521,Black Lick - Black Lick,Black Lick - Black Lick
Neutronic,Black Lick,2014,http://blacklick.bandcamp.com,1,Pyre,Black Lick - Neutronic - 01 Pyre.flac,533,Black Lick - Neutronic,Black Lick - Neutronic
How Does It Feel EP,black sand,2009,http://blacksand1.bandcamp.com,1,How Does It Feel,black sand - How Does It Feel EP - 01 How Does It Feel.flac,542,black sand - How Does It Feel EP,black sand - How Does It Feel EP
The Black Sand EP,black sand,2010,http://blacksand1.bandcamp.com,1,Can You Hear Me Calling,black sand - The Black Sand EP - 01 Can You Hear Me Calling.flac,546,black sand - The Black Sand EP,black sand - The Black Sand EP
The Speed Of Sound EP,black sand,2010,http://blacksand1.bandcamp.com,1,Caught Up In Blue,black sand - The Speed Of Sound EP - 01 Caught Up In Blue.flac,550,black sand - The Speed Of Sound EP,black sand - The Speed Of Sound EP
Time and Space,black sand,2014,http://blacksand1.bandcamp.com,1,For Who Knows When,black sand - Time and Space - 01 For Who Knows When.flac,554,black sand - Time and Space,black sand - Time and Space
Cheer Up EP,Black Science,2014,http://blackscience.bandcamp.com,1,Stage Fright,Black Science - Cheer Up EP - 01 Stage Fright.flac,564,Black Science - Cheer Up EP,Black Science - Cheer Up EP
carpet head,blistex 5000,2015,http://blistex5000.bandcamp.com,1,grey bones in a grave,blistex 5000 - carpet head - 01 grey bones in a grave.flac,570,blistex 5000 - carpet head,blistex 5000 - carpet head
bonehead live EP,bonehead,2013,http://andrewmcmillan.bandcamp.com,1,bonehead live in wellington part one,bonehead - bonehead live EP - 01 bonehead live in wellington part one.flac,573,bonehead - bonehead live EP,bonehead - bonehead live EP
allnaight ep,Borrowed cs,2016,http://borrowedcassettes.bandcamp.com,1,allnaight,Borrowed cs - allnaight ep - 01 allnaight.flac,575,Borrowed cs - allnaight ep,Borrowed cs - allnaight ep
It's Just a Nightmare EP,Boy Wulf,2014,http://boywulf.bandcamp.com,1,It's Just a Nightmare,Boy Wulf - It's Just a Nightmare EP - 01 It's Just a Nightmare.flac,578,Boy Wulf - It's Just a Nightmare EP,Boy Wulf - It's Just a Nightmare EP
La La Love EP,Boy Wulf,2015,http://boywulf.bandcamp.com,1,La La Love,Boy Wulf - La La Love EP - 01 La La Love.flac,584,Boy Wulf - La La Love EP,Boy Wulf - La La Love EP
Party Animal EP,Boy Wulf,2015,http://boywulf.bandcamp.com,1,Party Animal,Boy Wulf - Party Animal EP - 01 Party Animal.flac,589,Boy Wulf - Party Animal EP,Boy Wulf - Party Animal EP
Hot Buttered Blasphemy,Brian Tamaki and the Kool Aid Kids,2014,http://briantamakiandthekoolaidkids.bandcamp.com,1,Moments,Brian Tamaki and the Kool Aid Kids - Hot Buttered Blasphemy - 01 Moments.flac,600,Brian Tamaki and the Kool Aid Kids - Hot Buttered Blasphemy,Brian Tamaki and the Kool Aid Kids - Hot Buttered Blasphemy
The Enchanted Castle,Brian Tamaki and the Kool Aid Kids,2015,http://briantamakiandthekoolaidkids.bandcamp.com,1,Eating Glue,Brian Tamaki and the Kool Aid Kids - The Enchanted Castle - 01 Eating Glue.flac,609,Brian Tamaki and the Kool Aid Kids - The Enchanted Castle,Brian Tamaki and the Kool Aid Kids - The Enchanted Castle
Spare Parts: 2005-2012,Bucketboy,2015,http://bucketboy.bandcamp.com,1,Intro Theme,Bucketboy - Spare Parts- 2005-2012 - 01 Intro Theme.flac,613,Bucketboy - Spare Parts- 2005-2012,Bucketboy - Spare Parts- 2005-2012
Writhe And Ascend,Bulletbelt,2015,http://bulletbeltnz.bandcamp.com,1,Writhe And Ascend,Bulletbelt - Writhe And Ascend - 01 Writhe And Ascend.flac,626,Bulletbelt - Writhe And Ascend,Bulletbelt - Writhe And Ascend
SIGHTSEEING,C.A,2015,http://criminalantics.bandcamp.com,1,Sunrise,C_A - SIGHTSEEING - 01 Sunrise.flac,630,C_A - SIGHTSEEING,C_A - SIGHTSEEING
CHOLERIC EP,C2,2015,http://control.bandcamp.com,1,book of gates,C2 - CHOLERIC EP - 01 book of gates.flac,640,C2 - CHOLERIC EP,C2 - CHOLERIC EP
going deep...,Career Girls,2014,http://careergirls.bandcamp.com,1,Beware Of Dawg,Career Girls - going deep___ - 01 Beware Of Dawg.flac,644,Career Girls - going deep,Career Girls - going deep
Still Hard,Career Girls,2015,http://careergirls.bandcamp.com,1,Down (Still Hard),Career Girls - Still Hard - 01 Down (Still Hard).flac,652,Career Girls - Still Hard,Career Girls - Still Hard
Momentary Decline,Caroles,2015,http://caroles.bandcamp.com,1,Now You Know,Caroles - Momentary Decline - 01 Now You Know.flac,660,Caroles - Momentary Decline,Caroles - Momentary Decline
Castlecliff Lights,Castlecliff Lights,2011,http://castleclifflights.bandcamp.com,1,Eyes Don't See,Castlecliff Lights - Castlecliff Lights - 01 Eyes Don't See.flac,670,Castlecliff Lights - Castlecliff Lights,Castlecliff Lights - Castlecliff Lights
Demo,Cemetery,2012,http://zero-style.bandcamp.com,1,Reptile Walk,Cemetery - Demo - 01 Reptile Walk.flac,677,Cemetery - Demo,Cemetery - Demo
Emotion Is Cringey,Center Negative,2015,http://meltedicecream.bandcamp.com,1,in,Center Negative - Emotion Is Cringey - 01 in.flac,683,Center Negative - Emotion Is Cringey,Center Negative - Emotion Is Cringey
Rings EP,Chambres,2015,http://chambres.bandcamp.com,1,Citrus,Chambres - Rings EP - 01 Citrus.flac,699,Chambres - Rings EP,Chambres - Rings EP
Cassette EP,CHANDELIERS,2014,http://chandeliersnz.bandcamp.com,1,Stroke,CHANDELIERS - Cassette EP - 01 Stroke.flac,705,CHANDELIERS - Cassette EP,CHANDELIERS - Cassette EP
Cradle The Sun,Charlie Freak,2014,http://charliefreak.bandcamp.com,1,Cradle The Sun,Charlie Freak - Cradle The Sun - 01 Cradle The Sun.flac,709,Charlie Freak - Cradle The Sun,Charlie Freak - Cradle The Sun
Made In Nippon,Charlie Freak,2015,http://charliefreak.bandcamp.com,1,You're Far Too Kind,Charlie Freak - Made In Nippon - 01 You're Far Too Kind.flac,711,Charlie Freak - Made In Nippon,Charlie Freak - Made In Nippon
Funky Asthmatic,CHEATS,2014,http://cheats.bandcamp.com,1,Wipe Out,CHEATS - Funky Asthmatic - 01 Wipe Out.flac,719,CHEATS - Funky Asthmatic,CHEATS - Funky Asthmatic
Monday Reeks,CHEATS,2015,http://cheats.bandcamp.com,1,Girl,CHEATS - Monday Reeks - 01 Girl.flac,725,CHEATS - Monday Reeks,CHEATS - Monday Reeks
Nothing,Chris Caukwell,2015,http://chriscaukwell.bandcamp.com,1,Have You Ever Been...?,Chris Caukwell - Nothing - 01 Have You Ever Been___-.flac,729,Chris Caukwell - Nothing,Chris Caukwell - Nothing
End Of This Journey,Chris Geddes,2011,http://chrisgeddes.bandcamp.com,1,Sun and Sand,Chris Geddes - End Of This Journey - 01 Sun and Sand.flac,735,Chris Geddes - End Of This Journey,Chris Geddes - End Of This Journey
Manatee,Chris R. Caukwell,2015,http://chriscaukwell.bandcamp.com,1,Heykids(hekissed),Chris R_ Caukwell - Manatee - 01 Heykids(hekissed).flac,753,Chris R_ Caukwell - Manatee,Chris R_ Caukwell - Manatee
5 O'Clock / Full Blown [Split],Christless ChurCh,2014,http://sleepingcorpse.bandcamp.com,1,The Pentagram,Christless ChurCh - 5 O'Clock - Full Blown -Split- - 01 The Pentagram.flac,762,Christless ChurCh - Sleeping Corpse - 5 O'Clock - Full Blown -Split,Christless ChurCh - Sleeping Corpse - 5 O'Clock - Full Blown -Split
tribute.,christoph el' truento,2015,http://christoph-el-truento.bandcamp.com,1,1,christoph el' truento - tribute_ - 01 1.flac,765,christoph el' truento - tribute,christoph el' truento - tribute
Now I have a machine gun....ho ho ho,Churlington,2015,http://churlington.bandcamp.com,1,Now I have a machine gun....ho ho ho,Churlington - Now I have a machine gun____ho ho ho - 01 Now I have a machine gun____ho ho ho.flac,776,Churlington - Now I have a machine gun____ho ho ho,Churlington - Now I have a machine gun____ho ho ho
Ray Brower,Churlington,2016,http://churlington.bandcamp.com,1,Mighty Mouse is a cartoon. Superman's a real guy. There's no way a cartoon could beat up a real guy.,Churlington - Ray Brower - 01 Mighty Mouse is a cartoon. Superman's a real guy. There's no way a cartoon could beat up a real guy..flac,781,Churlington - Ray Brower,Churlington - Ray Brower
Wally Wick....Some Kind Of Rodent,Churlington,2015,http://churlington.bandcamp.com,1,Listen... do you smell something?,Churlington - Wally Wick____Some Kind Of Rodent - 01 Listen___ do you smell something-.flac,786,Churlington - Wally Wick____Some Kind Of Rodent,Churlington - Wally Wick____Some Kind Of Rodent
The Valley,Ciaran McMeeken,2014,http://ciaranmcmeeken.bandcamp.com,1,I Was Gone,Ciaran McMeeken - The Valley - 01 I Was Gone.flac,792,Ciaran McMeeken - The Valley,Ciaran McMeeken - The Valley
Cornered EP,CISO,2015,http://ciso.bandcamp.com,1,Chimes,CISO - Cornered EP - 01 Chimes.flac,798,CISO - Cornered EP,CISO - Cornered EP
When Tomorrow Comes,Civilian Sol,2015,http://civiliansol.bandcamp.com,1,On the Wall,Civilian Sol - When Tomorrow Comes - 01 On the Wall.flac,803,Civilian Sol - When Tomorrow Comes,Civilian Sol - When Tomorrow Comes
Clangophonica,Clangophone,2005,http://clangophone.bandcamp.com,1,Undersea Sunlight,Clangophone - Clangophonica - 01 Undersea Sunlight.flac,813,Clangophone - Clangophonica,Clangophone - Clangophonica
Haho Guma - E.P,Cleophus & Ashes Holland,2015,http://growroomakl.bandcamp.com,1,Haho Guma (feat. Fathe),Cleophus & Ashes Holland - Haho Guma - E_P - 01 Haho Guma (feat_ Fathe).flac,824,Cleophus & Ashes Holland - Haho Guma - E_P,Cleophus & Ashes Holland - Haho Guma - E_P
A Time Away To Come Closer (album),Clifford Viljoen,2015,http://cliffordviljoen.bandcamp.com,1,Save me from me,Clifford Viljoen - A Time Away To Come Closer (album) - 01 Save me from me.flac,827,Clifford Viljoen - A Time Away To Come Closer (album),Clifford Viljoen - A Time Away To Come Closer (album)
"The world, the painter (album)",Clifford Viljoen,2015,http://cliffordviljoen.bandcamp.com,1,A kind of love,"Clifford Viljoen - The world, the painter (album) - 01 A kind of love.flac",838,Clifford Viljoen - The world- the painter (album),Clifford Viljoen - The world- the painter (album)
Is A Band,Climate Change,2015,http://climatechangeisaband.bandcamp.com,1,Hosking As a Verb,Climate Change - Is A Band - 01 Hosking As a Verb.flac,843,Climate Change - Is A Band,Climate Change - Is A Band
void,Cody Gibson,2015,http://nothingbuttheworst.bandcamp.com,1,hey.,Cody Gibson - void - 01 hey..flac,847,Cody Gibson - void,Cody Gibson - void
volume one,Cody Gibson,2015,http://odyibson.bandcamp.com,1,wavelengths.,Cody Gibson - volume one - 01 wavelengths_.flac,854,Cody Gibson - volume one,Cody Gibson - volume one
DISEASED,Coming of the New Messiah,1999,http://comingofthenewmessiah.bandcamp.com,1,Bastards,Coming of the New Messiah - DISEASED - 01 Bastards.flac,864,Coming of the New Messiah - DISEASED,Coming of the New Messiah - DISEASED
SPLIT CD,Coming of the New Messiah,1998,http://comingofthenewmessiah.bandcamp.com,1,Born of...,Coming of the New Messiah - SPLIT CD - 01 Born of___.flac,870,Coming of the New Messiah - SPLIT CD,Coming of the New Messiah - SPLIT CD
Bolan / M I N D,Commune 84,2015,http://commune84.bandcamp.com,1,Bolan,Commune 84 - Bolan - M I N D - 01 Bolan.flac,876,Commune 84 - Bolan - M I N D,Commune 84 - Bolan - M I N D
Losing Balance,Community State,2015,http://communitystate.bandcamp.com,1,Balance,Community State - Losing Balance - 01 Balance.flac,878,Community State - Losing Balance,Community State - Losing Balance
THE WAY OUT,Cosmic Compositions,2015,http://cosmic-compositions.bandcamp.com,1,Jitwam - Alone,Cosmic Compositions - THE WAY OUT - 01 Jitwam - Alone.flac,885,Cosmic Compositions - THE WAY OUT,Cosmic Compositions - THE WAY OUT
The Formicophilia EP,Crash-Scan,2015,http://digitalstore.crashscan.net,1,Descent,Crash-Scan - The Formicophilia EP - 01 Descent.flac,901,Crash-Scan - The Formicophilia EP,Crash-Scan - The Formicophilia EP
Forms of Disrespect,CyanMentality,2016,http://cyanmentality.bandcamp.com,1,Endless Bloom (CyanMentality Remix),CyanMentality - Forms of Disrespect - 01 Endless Bloom (CyanMentality Remix).flac,906,CyanMentality - Forms of Disrespect,CyanMentality - Forms of Disrespect
Skintight Gloves EP,Auraplays,2015,http://cyanmentality.bandcamp.com,1,Skintight gloves,CyanMentality - Skintight Gloves EP - 01 Skintight Gloves.flac,909,CyanMentality - Skintight Gloves EP,CyanMentality - Skintight Gloves EP
Closure,Cynosure,2015,http://therocklords.bandcamp.com,1,Winston the Weta,Cynosure - Closure - 01 Winston the Weta.flac,911,Cynosure - Closure,Cynosure - Closure
Invasive Species,Dan Boobyer,2014,http://danielboobyer.bandcamp.com,1,Most Of Space Is Dirt,Dan Boobyer - Invasive Species - 01 Most Of Space Is Dirt.flac,926,Dan Boobyer - Invasive Species,Dan Boobyer - Invasive Species
Laughers of the World Unite,Daniel Beban,2004,http://soundexplorers.bandcamp.com,1,Laughers of the World Unite part 1,Daniel Beban - Laughers of the World Unite - 01 Laughers of the World Unite part 1.flac,941,Daniel Beban - Laughers of the World Unite,Daniel Beban - Laughers of the World Unite
Misconnections,Daniel Beban,2015,http://soundexplorers.bandcamp.com,1,Misconnections part 1,Daniel Beban - Misconnections - 01 Misconnections part 1.flac,943,Daniel Beban - Misconnections,Daniel Beban - Misconnections
Voices of Guizhou and Yunnan,Daniel Beban,2003,http://soundexplorers.bandcamp.com,1,Voices of Guizhou and Yunnan,Daniel Beban - Voices of Guizhou and Yunnan - 01 Voices of Guizhou and Yunnan.flac,945,Daniel Beban - Voices of Guizhou and Yunnan,Daniel Beban - Voices of Guizhou and Yunnan
THUS,Days At Sea,2015,http://jeremymayall.bandcamp.com,1,dissolved happiness,Days At Sea - THUS - 01 dissolved happiness.flac,946,Days At Sea - THUS,Days At Sea - THUS
